ID,X_begin,Y_begin,Z_begin,X_end,Y_end,Z_end,dCL,sigmaz0,NumLanes,Emis_g_m_s,Hw1,dw1,Hw2,dw2,Depth,Wtop,Wbottom,KPH,FRC,LANES,TruckRoute,METERS,NetworkID,hist_rel_10,hist_rel_22,FFS
201,680202.8763,4164409.391,29,680204.198,4164409.53,29,0,2,1,2.60328286835635e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,680204.198,4164409.53,29,680210.0242,4164409.657,29,0,2,1,2.07633551636984e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,680210.0242,4164409.657,29,680213.0256,4164409.722,29,0,2,1,1.45565551351729e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,680213.0256,4164409.722,29,680219.9087,4164409.983,29.2,0,2,1,4.2229417002306e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,680219.9087,4164409.983,29.2,680227.6721,4164410.374,29.1,0,2,1,5.47986574677265e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,680227.6721,4164410.374,29.1,680234.0255,4164410.623,28.9,0,2,1,2.34222670672737e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,680234.0255,4164410.623,28.9,680240.7321,4164410.88,28.8,0,2,1,5.8550071194704e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,680240.7321,4164410.88,28.8,680247.5293,4164411.028,28.8,0,2,1,3.27997243306426e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,680247.5293,4164411.028,28.8,680249.9127,4164411.08,28.8,0,2,1,9.06037209440646e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,680249.9127,4164411.08,28.8,680259.8855,4164411.408,28.7,0,2,1,1.62346874341686e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,680259.8855,4164411.408,28.7,680265.0913,4164411.632,28.7,0,2,1,7.27352079238631e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,680265.0913,4164411.632,28.7,680276.1186,4164412.205,27.9,0,2,1,2.08652516735765e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,680276.1186,4164412.205,27.9,680281.8516,4164412.552,27.5,0,2,1,4.09901423011731e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,680281.8516,4164412.552,27.5,680293.4061,4164413.248,27.8,0,2,1,2.8671957661343e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,680293.4061,4164413.248,27.8,680299.4923,4164413.602,27.9,0,2,1,4.24776233542486e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
